z6-25818,Port1,Port1.1,Port1.2,Port2,Port2.1,Port2.2,Port3,Port3.1,Port3.2,Port4,Port4.1,Port5,Port5.1,Port7,Port7.1,Port8,Port8.1
# Records: 10192,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, kPa Matric Potential, degree_C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
2024-05-22 10:30,0.43,6.3,0.379,0.222,5.4,0.072,0.216,3.3,0.137,-0.9,5.8,-693.9,4.5,81,7643,64.76,16.2
2024-05-22 10:45,0.429,6.4,0.367,0.225,5.4,0.067,0.214,3.3,0.133,-0.6,5.7,-391.1,4.4,86,7684,64.89,16.8
2024-05-22 11:00,0.429,6.6,0.366,0.228,5.3,0.068,0.212,3.4,0.136,-0.5,5.6,-247.6,4.3,91,7726,64.92,15.3
2024-05-22 11:15,0.429,6.7,0.37,0.23,5.3,0.068,0.215,3.2,0.157,-0.4,5.6,-187.2,4.3,96,7767,64.92,15.1
2024-05-22 11:30,0.429,6.7,0.369,0.23,5.4,0.068,0.216,3.2,0.156,-0.3,5.7,-153.6,4.3,100,7805,64.91,15.3
2024-05-22 11:45,0.429,6.7,0.37,0.23,5.4,0.068,0.216,3.2,0.158,-0.3,5.7,-132.4,4.3,100,7843,64.91,15.5
2024-05-22 12:00,0.429,6.7,0.37,0.23,5.4,0.068,0.216,3.2,0.16,-0.3,5.7,-116.7,4.3,100,7878,64.89,15.3
2024-05-22 12:15,0.429,6.7,0.371,0.23,5.4,0.068,0.216,3.2,0.16,-0.2,5.8,-104.1,4.4,100,7909,64.88,15.2
2024-05-22 12:30,0.429,6.6,0.372,0.23,5.4,0.068,0.217,3.2,0.161,-0.2,5.8,-93.9,4.4,100,7933,64.86,15.2
2024-05-22 12:45,0.429,6.6,0.37,0.231,5.4,0.068,0.217,3.2,0.159,-0.2,5.8,-85.8,4.4,100,7953,64.84,15
2024-05-22 13:00,0.429,6.6,0.371,0.231,5.4,0.069,0.218,3.2,0.162,-0.2,5.8,-79.2,4.4,100,7980,64.83,14.7
2024-05-22 13:15,0.429,6.6,0.372,0.231,5.4,0.069,0.218,3.2,0.161,-0.2,5.8,-73.7,4.4,100,8001,64.81,14.6
2024-05-22 13:30,0.429,6.6,0.372,0.231,5.4,0.068,0.219,3.3,0.163,-0.1,5.8,-69,4.4,100,8024,64.8,14.4
2024-05-22 13:45,0.429,6.6,0.373,0.232,5.4,0.069,0.219,3.3,0.162,-0.1,5.8,-65,4.4,100,8045,64.8,14
2024-05-22 14:00,0.429,6.6,0.374,0.232,5.4,0.07,0.219,3.4,0.164,-0.1,5.8,-61.4,4.4,100,8062,64.79,13.8
2024-05-22 14:15,0.429,6.5,0.375,0.232,5.4,0.069,0.218,3.5,0.164,-0.1,5.8,-57.3,4.4,100,8077,64.79,13.8
2024-05-22 14:30,0.429,6.5,0.376,0.233,5.4,0.068,0.218,3.6,0.162,-0.1,5.8,-53.1,4.4,100,8091,64.78,13.7
2024-05-22 14:45,0.429,6.5,0.379,0.233,5.4,0.07,0.218,3.6,0.164,-0.1,5.8,-49.4,4.4,100,8102,64.77,13.6
2024-05-22 15:00,0.429,6.5,0.381,0.233,5.4,0.068,0.218,3.7,0.164,-0.1,5.8,-46,4.4,100,8115,64.78,13.4
2024-05-22 15:15,0.429,6.5,0.383,0.234,5.4,0.07,0.217,3.8,0.165,-0.1,5.8,-42.9,4.4,100,8127,64.78,13.2
2024-05-22 15:30,0.428,6.5,0.387,0.234,5.4,0.071,0.217,3.9,0.167,-0.1,5.8,-40.2,4.4,100,8137,64.76,12.9
2024-05-22 15:45,0.428,6.5,0.39,0.235,5.4,0.072,0.217,4,0.165,-0.1,5.9,-37.7,4.5,100,8141,64.75,12.6
2024-05-22 16:00,0.428,6.5,0.396,0.235,5.4,0.073,0.217,4.1,0.166,-0.1,5.9,-35.4,4.5,100,8152,64.74,12.2
2024-05-22 16:15,0.427,6.5,0.4,0.235,5.4,0.073,0.216,4.2,0.166,-0.1,5.9,-33.3,4.5,100,8159,64.74,11.9
2024-05-22 16:30,0.427,6.5,0.408,0.236,5.4,0.073,0.216,4.4,0.166,-0.1,5.9,-31.3,4.6,100,8162,64.73,11.5
2024-05-22 16:45,0.427,6.5,0.413,0.236,5.4,0.073,0.216,4.4,0.166,-0.1,5.9,-29.6,4.6,100,8167,64.73,11.1
2024-05-22 17:00,0.426,6.5,0.421,0.237,5.4,0.073,0.216,4.5,0.167,-0.1,5.9,-28,4.6,100,8164,64.72,10.5
2024-05-22 17:15,0.426,6.5,0.43,0.237,5.4,0.074,0.216,4.6,0.167,-0.1,5.9,-26.6,4.7,100,8164,64.73,10
2024-05-22 17:30,0.425,6.5,0.441,0.237,5.4,0.073,0.215,4.7,0.165,-0.1,5.9,-25.3,4.7,100,8163,64.73,9.4
2024-05-22 17:45,0.425,6.5,0.449,0.237,5.5,0.075,0.215,4.8,0.166,-0.1,5.9,-24.1,4.7,100,8156,64.74,8.3
2024-05-22 18:00,0.425,6.5,0.461,0.238,5.5,0.075,0.215,4.8,0.168,-0.1,5.9,-23,4.8,100,8151,64.74,7.5
2024-05-22 18:15,0.424,6.5,0.473,0.238,5.5,0.076,0.215,4.9,0.167,-0.1,5.9,-22,4.8,100,8147,64.75,6.8
2024-05-22 18:30,0.424,6.5,0.488,0.238,5.5,0.077,0.215,4.9,0.168,-0.1,5.9,-21.1,4.9,100,8146,64.76,6.4
2024-05-22 18:45,0.424,6.5,0.499,0.238,5.5,0.078,0.215,4.9,0.168,-0.1,5.9,-20.2,4.9,100,8145,64.76,6
2024-05-22 19:00,0.423,6.5,0.514,0.239,5.5,0.076,0.214,5,0.168,-0.1,5.9,-19.4,4.9,100,8141,64.78,5.8
2024-05-22 19:15,0.423,6.5,0.527,0.239,5.6,0.077,0.214,5,0.168,-0.1,5.9,-18.6,5,100,8140,64.8,5.4
2024-05-22 19:30,0.422,6.5,0.54,0.239,5.6,0.077,0.214,5,0.167,-0.1,5.9,-17.8,5,100,8139,64.81,5
2024-05-22 19:45,0.422,6.5,0.556,0.239,5.6,0.078,0.214,4.9,0.168,-0.1,5.9,-17.2,5,100,8137,64.83,4.5
2024-05-22 20:00,0.421,6.6,0.57,0.239,5.6,0.079,0.214,4.9,0.167,-0.1,5.9,-16.6,5,100,8139,64.83,3.6
2024-05-22 20:15,0.42,6.6,0.583,0.239,5.6,0.077,0.214,4.9,0.166,-0.1,5.9,-16,5.1,100,8138,64.83,3.8
2024-05-22 20:30,0.42,6.6,0.598,0.239,5.6,0.078,0.214,4.9,0.166,-0.1,5.9,-15.4,5.1,100,8133,64.84,4.1
2024-05-22 20:45,0.419,6.6,0.61,0.24,5.7,0.079,0.214,4.8,0.168,-0.1,6,-14.9,5.1,100,8134,64.86,4.2
2024-05-22 21:00,0.419,6.6,0.621,0.24,5.7,0.078,0.214,4.8,0.165,-0.1,6,-14.4,5.1,100,8133,64.86,3.8
2024-05-22 21:15,0.418,6.6,0.634,0.24,5.7,0.079,0.214,4.8,0.166,-0.1,6,-14,5.1,100,8132,64.87,3.7
2024-05-22 21:30,0.418,6.6,0.644,0.24,5.7,0.079,0.214,4.7,0.166,-0.1,6,-13.6,5.1,100,8131,64.86,3.2
2024-05-22 21:45,0.417,6.6,0.653,0.24,5.7,0.08,0.214,4.7,0.166,-0.1,6,-13.2,5.1,100,8131,64.88,3.1
2024-05-22 22:00,0.417,6.6,0.663,0.24,5.8,0.081,0.214,4.6,0.166,-0.1,6,-12.9,5.1,100,8130,64.89,2.9
2024-05-22 22:15,0.416,6.6,0.67,0.24,5.8,0.082,0.214,4.6,0.166,-0.1,6,-12.5,5.1,100,8131,64.9,2.4
2024-05-22 22:30,0.415,6.6,0.678,0.24,5.8,0.081,0.214,4.5,0.166,-0.1,6,-12.2,5.1,100,8124,64.9,2
2024-05-22 22:45,0.415,6.6,0.686,0.24,5.8,0.08,0.214,4.5,0.166,-0.1,6,-11.9,5.1,100,8126,64.91,1.8
2024-05-22 23:00,0.414,6.6,0.691,0.24,5.8,0.08,0.214,4.4,0.168,-0.1,6,-11.6,5.1,100,8125,64.9,1.6
2024-05-22 23:15,0.414,6.6,0.697,0.24,5.8,0.083,0.214,4.4,0.167,-0.1,6,-11.3,5.1,100,8124,64.9,1.3
2024-05-22 23:30,0.414,6.6,0.703,0.24,5.8,0.081,0.214,4.4,0.166,-0.1,6,-11,5.1,100,8125,64.9,0.5
2024-05-22 23:45,0.413,6.6,0.705,0.24,5.8,0.081,0.214,4.3,0.166,-0.1,6,-10.8,5.1,100,8127,64.9,-0.1
2024-05-23 00:00,0.413,6.6,0.709,0.24,5.8,0.082,0.214,4.3,0.165,-0.1,6,-10.5,5.1,100,8127,64.89,-0.4
2024-05-23 00:15,0.413,6.6,0.709,0.24,5.8,0.083,0.214,4.2,0.167,-0.1,6,-10.3,5.1,100,8095,64.88,-0.2
2024-05-23 00:30,0.413,6.6,0.713,0.24,5.9,0.08,0.214,4.2,0.166,-0.1,6,-10.1,5.1,100,8108,64.88,-0.3
2024-05-23 00:45,0.413,6.6,0.713,0.24,5.9,0.08,0.214,4.1,0.165,-0.1,6,-9,5,100,8110,64.86,-0.7
2024-05-23 01:00,0.413,6.6,0.715,0.24,5.9,0.081,0.214,4.1,0.163,-0.1,6.1,-8,5,100,8112,64.86,-0.5
2024-05-23 01:15,0.413,6.6,0.714,0.239,5.9,0.081,0.214,4,0.164,-0.1,6.1,-7.2,5,100,8112,64.85,-0.2
2024-05-23 01:30,0.413,6.6,0.713,0.239,5.9,0.084,0.214,4,0.163,-0.1,6.1,-6.4,5,100,8112,64.82,0
2024-05-23 01:45,0.413,6.6,0.715,0.239,5.9,0.083,0.214,3.9,0.163,-0.1,6.1,-5.9,5,100,8114,64.81,-0.1
2024-05-23 02:00,0.414,6.6,0.713,0.239,5.9,0.084,0.213,3.9,0.163,-0.1,6.1,-5.4,5,100,8110,64.8,-0.3
2024-05-23 02:15,0.414,6.6,0.714,0.239,5.9,0.083,0.213,3.9,0.163,-0.1,6.1,-4.7,5,100,8111,64.79,-0.8
2024-05-23 02:30,0.414,6.6,0.713,0.239,5.9,0.083,0.213,3.8,0.163,-0.1,6.1,-3.1,4.9,100,8112,64.78,-0.5
2024-05-23 02:45,0.414,6.6,0.714,0.239,5.9,0.082,0.213,3.8,0.164,-0.1,6.1,-2.2,4.9,100,8110,64.78,-0.6
2024-05-23 03:00,0.415,6.6,0.713,0.239,5.9,0.083,0.213,3.8,0.164,-0.1,6.1,-1.4,4.9,100,8111,64.77,-0.5
2024-05-23 03:15,0.415,6.6,0.713,0.239,5.9,0.083,0.213,3.7,0.163,-0.1,6.1,-1,4.9,100,8109,64.76,-0.4
2024-05-23 03:30,0.415,6.6,0.712,0.239,5.9,0.083,0.213,3.7,0.162,-0.1,6.1,-0.7,4.9,100,8110,64.76,-0.9
2024-05-23 03:45,0.416,6.6,0.715,0.239,5.9,0.083,0.213,3.6,0.164,-0.1,6.1,-0.5,4.9,100,8115,64.75,-0.9
2024-05-23 04:00,0.416,6.6,0.716,0.239,5.9,0.084,0.213,3.6,0.163,-0.1,6.1,-0.3,4.8,100,8111,64.75,-0.7
2024-05-23 04:15,0.416,6.6,0.717,0.238,5.9,0.083,0.213,3.6,0.163,-0.1,6.1,-0.2,4.8,100,8112,64.75,-1
2024-05-23 04:30,0.416,6.6,0.719,0.238,5.9,0.084,0.213,3.5,0.163,-0.1,6.1,-0.2,4.8,100,8111,64.75,-1.2
2024-05-23 04:45,0.416,6.6,0.72,0.238,5.9,0.084,0.213,3.5,0.163,-0.1,6.1,-0.1,4.8,100,8108,64.76,-1.3
2024-05-23 05:00,0.417,6.6,0.722,0.238,5.9,0.084,0.213,3.5,0.163,-0.1,6.1,-0.1,4.8,100,8105,64.75,-1.6
2024-05-23 05:15,0.417,6.6,0.726,0.238,5.8,0.083,0.213,3.4,0.162,-0.1,6.1,-0.1,4.7,100,8107,64.76,-1.9
2024-05-23 05:30,0.417,6.6,0.729,0.238,5.8,0.084,0.213,3.4,0.163,-0.1,6.1,-0.1,4.7,100,8106,64.76,-1.7
2024-05-23 05:45,0.417,6.7,0.732,0.238,5.8,0.084,0.213,3.4,0.163,-0.1,6.1,-0.1,4.7,100,8106,64.77,-2
2024-05-23 06:00,0.417,6.7,0.735,0.238,5.8,0.084,0.212,3.3,0.162,-0.1,6.1,-0.1,4.7,100,8106,64.78,-2.1
2024-05-23 06:15,0.417,6.7,0.736,0.238,5.8,0.084,0.212,3.3,0.162,-0.1,6.1,-0.1,4.7,100,8108,64.79,-2
2024-05-23 06:30,0.417,6.7,0.741,0.238,5.8,0.084,0.213,3.3,0.162,-0.1,6.1,-0.1,4.7,100,8103,64.8,-2.4
2024-05-23 06:45,0.418,6.7,0.744,0.238,5.8,0.084,0.212,3.3,0.161,-0.1,6.1,-0.1,4.6,100,8105,64.81,-2.3
2024-05-23 07:00,0.418,6.7,0.749,0.238,5.8,0.084,0.212,3.2,0.161,-0.1,6.1,-0.1,4.6,100,8104,64.82,-2.4
2024-05-23 07:15,0.418,6.7,0.754,0.237,5.8,0.085,0.212,3.2,0.162,-0.1,6.1,-0.1,4.6,100,8101,64.82,-2.6
2024-05-23 07:30,0.418,6.7,0.758,0.237,5.8,0.085,0.212,3.2,0.161,-0.1,6.1,-0.1,4.6,100,8112,64.84,-2.7
2024-05-23 07:45,0.418,6.7,0.765,0.237,5.8,0.084,0.212,3.1,0.162,-0.1,6.1,-0.1,4.6,100,8128,64.87,-1.6
2024-05-23 08:00,0.418,6.7,0.77,0.237,5.8,0.083,0.212,3.1,0.159,-0.1,6.1,-0.1,4.5,100,8142,64.89,0.3
2024-05-23 08:15,0.418,6.7,0.775,0.237,5.8,0.083,0.212,3.1,0.16,-0.1,6.1,-0.1,4.5,100,8159,64.92,2.2
2024-05-23 08:30,0.418,6.7,0.781,0.237,5.8,0.084,0.212,3.1,0.16,-0.1,6.1,-0.1,4.5,100,8172,64.95,3.8
2024-05-23 08:45,0.418,6.7,0.788,0.237,5.7,0.084,0.212,3,0.16,-0.1,6.1,-0.1,4.5,100,8187,64.97,5.6
2024-05-23 09:00,0.418,6.7,0.795,0.237,5.7,0.083,0.212,3,0.161,-0.1,6.1,-0.1,4.5,100,8203,64.97,7.2
2024-05-23 09:15,0.418,6.7,0.802,0.237,5.7,0.082,0.212,3,0.16,-0.1,6.1,-0.1,4.5,100,8215,64.98,8.3
2024-05-23 09:30,0.418,6.7,0.812,0.237,5.7,0.083,0.212,3,0.159,-0.1,6.1,-0.1,4.5,100,8228,65,9.1
2024-05-23 09:45,0.418,6.7,0.819,0.236,5.7,0.082,0.212,2.9,0.16,-0.1,6.1,-0.1,4.4,100,8239,64.99,9.7
2024-05-23 10:00,0.418,6.7,0.829,0.236,5.7,0.081,0.212,2.9,0.158,-0.1,6.1,-0.1,4.4,100,8251,64.99,10.2
2024-05-23 10:15,0.418,6.7,0.837,0.236,5.7,0.081,0.212,2.9,0.159,-0.1,6.1,-0.1,4.4,100,8260,64.98,10.8
2024-05-23 10:30,0.418,6.7,0.849,0.236,5.7,0.08,0.212,2.9,0.16,-0.1,6,-0.1,4.4,100,8272,64.98,11.2
2024-05-23 10:45,0.418,6.7,0.859,0.236,5.7,0.081,0.212,2.9,0.159,-0.1,6,-0.1,4.4,100,8282,64.98,11.4
2024-05-23 11:00,0.418,6.7,0.871,0.236,5.7,0.082,0.212,2.8,0.16,-0.1,6,-0.1,4.3,100,8290,64.98,11.8
2024-05-23 11:15,0.417,6.7,0.884,0.236,5.7,0.081,0.212,2.8,0.16,-0.1,6,-0.1,4.3,100,8302,64.99,11.9
2024-05-23 11:30,0.417,6.7,0.896,0.236,5.6,0.081,0.212,2.8,0.161,-0.1,6,-0.1,4.3,100,8311,64.98,12.2
2024-05-23 11:45,0.417,6.7,0.908,0.236,5.6,0.081,0.213,2.8,0.159,-0.1,6,-0.1,4.3,100,8323,64.97,12.3
2024-05-23 12:00,0.417,6.7,0.921,0.236,5.6,0.084,0.213,2.8,0.16,-0.1,6,-0.1,4.3,100,8330,64.97,12.4
2024-05-23 12:15,0.417,6.7,0.937,0.237,5.6,0.083,0.214,2.8,0.162,-0.1,6,-0.1,4.3,100,8342,64.96,12.6
2024-05-23 12:30,0.417,6.7,0.95,0.237,5.6,0.084,0.214,2.8,0.161,-0.1,6,-0.1,4.3,100,8349,64.95,12.8
2024-05-23 12:45,0.417,6.6,0.963,0.236,5.6,0.082,0.214,2.8,0.161,-0.1,6,-0.1,4.2,100,8350,64.94,12.9
2024-05-23 13:00,0.417,6.6,0.975,0.237,5.6,0.083,0.215,2.8,0.163,-0.1,6,-0.1,4.2,100,8361,64.93,12.8
2024-05-23 13:15,0.417,6.6,0.989,0.237,5.6,0.083,0.215,2.9,0.163,-0.1,6,-0.1,4.2,100,8369,64.93,12.9
2024-05-23 13:30,0.417,6.6,1.003,0.237,5.6,0.084,0.215,3,0.163,-0.1,6,-0.1,4.2,100,8377,64.92,13
2024-05-23 13:45,0.417,6.6,1.017,0.237,5.6,0.084,0.215,3,0.164,-0.1,6,-0.1,4.2,100,8384,64.91,12.7
2024-05-23 14:00,0.417,6.6,1.031,0.237,5.6,0.084,0.215,3.1,0.165,-0.1,6,-0.1,4.2,100,8393,64.91,12.5
2024-05-23 14:15,0.417,6.6,1.043,0.237,5.5,0.083,0.215,3.2,0.164,-0.1,6,-0.1,4.2,100,8399,64.9,12.3
2024-05-23 14:30,0.417,6.6,1.055,0.237,5.5,0.084,0.214,3.3,0.165,-0.1,6,-0.1,4.2,100,8407,64.9,12.2
2024-05-23 14:45,0.417,6.6,1.067,0.237,5.5,0.084,0.214,3.4,0.165,-0.1,6,-0.1,4.2,100,8410,64.89,12
2024-05-23 15:00,0.417,6.6,1.078,0.238,5.5,0.083,0.214,3.6,0.166,-0.1,6,-0.1,4.2,100,8414,64.88,11.9
2024-05-23 15:15,0.417,6.6,1.09,0.238,5.5,0.085,0.214,3.7,0.166,-0.1,6,-0.1,4.3,100,8418,64.87,11.6
2024-05-23 15:30,0.416,6.6,1.101,0.238,5.5,0.085,0.214,3.8,0.167,-0.1,6,-0.1,4.3,100,8424,64.87,11.3
2024-05-23 15:45,0.416,6.6,1.111,0.238,5.5,0.084,0.214,4,0.167,-0.1,6,-0.1,4.3,100,8428,64.86,10.9
2024-05-23 16:00,0.416,6.6,1.121,0.239,5.5,0.084,0.214,4.1,0.166,-0.1,5.9,-0.1,4.4,100,8428,64.86,10.6
2024-05-23 16:15,0.417,6.6,1.129,0.239,5.5,0.084,0.213,4.2,0.167,-0.1,5.9,-0.1,4.4,100,8427,64.87,10.2
2024-05-23 16:30,0.416,6.6,1.134,0.239,5.5,0.085,0.213,4.3,0.168,-0.1,5.9,-0.1,4.4,100,8426,64.87,9.8
2024-05-23 16:45,0.417,6.6,1.142,0.239,5.5,0.085,0.213,4.4,0.169,-0.1,5.9,-0.1,4.5,100,8429,64.87,9.5
2024-05-23 17:00,0.416,6.6,1.147,0.239,5.5,0.086,0.213,4.5,0.169,-0.1,5.9,-0.1,4.5,100,8423,64.86,9.1
2024-05-23 17:15,0.417,6.6,1.149,0.239,5.5,0.085,0.213,4.6,0.168,-0.1,5.9,-0.1,4.6,100,8419,64.86,8.6
2024-05-23 17:30,0.417,6.6,1.155,0.239,5.5,0.085,0.213,4.7,0.169,-0.1,5.9,-0.1,4.6,100,8412,64.86,8.1
2024-05-23 17:45,0.417,6.6,1.157,0.24,5.5,0.085,0.213,4.8,0.168,-0.1,5.9,-0.1,4.7,100,8401,64.86,6.9
2024-05-23 18:00,0.417,6.6,1.16,0.24,5.5,0.084,0.213,4.9,0.167,-0.1,5.9,-0.1,4.7,100,8396,64.85,6
2024-05-23 18:15,0.417,6.6,1.159,0.24,5.6,0.085,0.213,4.9,0.166,-0.1,5.9,-0.1,4.7,100,8392,64.86,5.2
2024-05-23 18:30,0.417,6.6,1.159,0.24,5.6,0.085,0.213,5,0.168,-0.1,5.9,-0.1,4.8,100,8388,64.88,4.6
2024-05-23 18:45,0.417,6.6,1.157,0.24,5.6,0.084,0.213,5,0.168,-0.1,5.9,-0.1,4.8,100,8384,64.9,4.1
2024-05-23 19:00,0.417,6.6,1.156,0.24,5.6,0.087,0.213,5,0.169,-0.1,5.9,-0.1,4.9,100,8382,64.91,2.9
2024-05-23 19:15,0.417,6.6,1.153,0.24,5.6,0.087,0.212,5,0.167,-0.1,5.9,-0.1,4.9,100,8376,64.93,2
2024-05-23 19:30,0.417,6.6,1.147,0.24,5.6,0.085,0.212,5,0.168,-0.1,5.9,-0.1,5,100,8375,64.93,1.3
2024-05-23 19:45,0.417,6.6,1.145,0.24,5.6,0.087,0.212,5,0.168,-0.1,5.9,-0.1,5,100,8375,64.93,0.9
2024-05-23 20:00,0.417,6.6,1.139,0.24,5.6,0.086,0.212,5,0.167,-0.1,5.9,-0.1,5,100,8374,64.94,1.5
2024-05-23 20:15,0.417,6.6,1.134,0.24,5.7,0.084,0.212,5,0.167,-0.1,5.9,-0.1,5,100,8368,64.94,1.4
2024-05-23 20:30,0.417,6.6,1.128,0.24,5.7,0.086,0.212,5,0.167,-0.1,5.9,-0.1,5.1,100,8369,64.95,1
2024-05-23 20:45,0.417,6.6,1.122,0.24,5.7,0.085,0.212,4.9,0.166,-0.1,5.9,-0.1,5.1,100,8366,64.96,0.5
2024-05-23 21:00,0.417,6.6,1.115,0.24,5.7,0.086,0.212,4.9,0.168,-0.1,5.9,-0.1,5.1,100,8366,64.96,0.1
2024-05-23 21:15,0.418,6.6,1.106,0.24,5.7,0.086,0.212,4.8,0.167,-0.1,5.9,-0.1,5.1,100,8367,64.97,-0.6
2024-05-23 21:30,0.418,6.6,1.101,0.24,5.7,0.085,0.212,4.8,0.167,-0.1,5.9,-0.1,5.1,100,8362,64.98,-1.6
2024-05-23 21:45,0.418,6.6,1.093,0.24,5.8,0.084,0.212,4.7,0.169,-0.1,6,-0.1,5.1,100,8361,64.97,-2.4
2024-05-23 22:00,0.418,6.6,1.082,0.24,5.8,0.085,0.212,4.7,0.167,-0.1,6,-0.1,5.1,100,8358,64.98,-3.4
2024-05-23 22:15,0.418,6.6,1.074,0.24,5.8,0.085,0.212,4.6,0.167,-0.1,6,-0.1,5.1,100,8357,64.98,-4
2024-05-23 22:30,0.418,6.6,1.064,0.24,5.8,0.085,0.212,4.6,0.166,-0.1,6,-0.1,5.1,100,8357,64.99,-4.9
2024-05-23 22:45,0.418,6.6,1.056,0.24,5.8,0.086,0.212,4.5,0.167,-0.1,6,-0.1,5.1,100,8356,64.98,-5.5
2024-05-23 23:00,0.419,6.6,1.045,0.24,5.8,0.085,0.212,4.5,0.167,-0.1,6,-0.1,5.1,100,8352,64.98,-5.9
2024-05-23 23:15,0.419,6.6,1.038,0.24,5.8,0.084,0.212,4.4,0.166,-0.1,6,-0.1,5.1,100,8355,64.98,-6.4
2024-05-23 23:30,0.419,6.6,1.028,0.24,5.8,0.084,0.212,4.4,0.166,-0.1,6,-0.1,5.1,100,8353,64.98,-6.8
2024-05-23 23:45,0.419,6.6,1.018,0.24,5.8,0.084,0.212,4.3,0.166,-0.1,6,-0.1,5.1,100,8352,64.97,-7.6
2024-05-24 00:00,0.419,6.6,1.008,0.239,5.8,0.084,0.212,4.3,0.166,-0.1,6,-0.1,5.1,100,8350,64.96,-7.9
2024-05-24 00:15,0.419,6.6,1.001,0.239,5.9,0.085,0.212,4.2,0.164,-0.1,6,-0.1,5.1,100,8299,64.95,-8.2
2024-05-24 00:30,0.42,6.6,0.991,0.239,5.9,0.085,0.212,4.2,0.164,-0.1,6,-0.1,5.1,100,8328,64.93,-8.5
2024-05-24 00:45,0.42,6.6,0.981,0.239,5.9,0.085,0.212,4.1,0.165,-0.1,6,-0.1,5,100,8330,64.92,-8.9
2024-05-24 01:00,0.42,6.6,0.972,0.239,5.9,0.084,0.212,4.1,0.164,-0.1,6,-0.1,5,100,8331,64.91,-9.6
2024-05-24 01:15,0.42,6.6,0.962,0.239,5.9,0.084,0.212,4,0.164,-0.1,6,-0.1,5,100,8334,64.9,-10.1
2024-05-24 01:30,0.42,6.6,0.953,0.239,5.9,0.084,0.212,4,0.164,-0.1,6,-0.1,5,100,8332,64.9,-10.4
2024-05-24 01:45,0.42,6.6,0.946,0.239,5.9,0.083,0.212,3.9,0.164,-0.1,6,-0.1,5,100,8335,64.89,-10.3
2024-05-24 02:00,0.42,6.6,0.937,0.239,5.9,0.085,0.212,3.9,0.164,-0.1,6,-0.1,5,100,8333,64.89,-10.1
2024-05-24 02:15,0.421,6.6,0.93,0.238,5.9,0.084,0.212,3.8,0.164,-0.1,6,-0.1,5,100,8331,64.88,-10
2024-05-24 02:30,0.421,6.6,0.921,0.238,5.9,0.084,0.212,3.8,0.164,-0.1,6,-0.1,4.9,100,8333,64.87,-10.7
2024-05-24 02:45,0.421,6.6,0.917,0.238,5.9,0.084,0.212,3.8,0.164,-0.1,6,-0.1,4.9,100,8332,64.86,-11.2
2024-05-24 03:00,0.421,6.6,0.91,0.238,5.9,0.082,0.211,3.7,0.164,-0.1,6,-0.1,4.9,100,8333,64.85,-11.5
2024-05-24 03:15,0.421,6.6,0.904,0.238,5.9,0.081,0.211,3.7,0.163,-0.1,6,-0.1,4.9,100,8334,64.84,-11.8
2024-05-24 03:30,0.421,6.6,0.897,0.238,5.9,0.083,0.211,3.6,0.162,-0.1,6,-0.1,4.9,100,8333,64.84,-12.1
2024-05-24 03:45,0.421,6.6,0.891,0.238,5.9,0.083,0.211,3.6,0.162,-0.1,6,-0.1,4.9,100,8333,64.84,-12.3
2024-05-24 04:00,0.421,6.6,0.889,0.238,5.9,0.082,0.211,3.5,0.163,-0.1,6,-0.1,4.8,100,8331,64.83,-12.8
2024-05-24 04:15,0.421,6.6,0.882,0.237,5.9,0.082,0.211,3.5,0.164,-0.1,6,-0.1,4.8,100,8331,64.83,-13
2024-05-24 04:30,0.421,6.6,0.878,0.237,5.8,0.079,0.211,3.5,0.164,-0.1,6,-0.1,4.8,100,8330,64.82,-13.1
2024-05-24 04:45,0.421,6.6,0.874,0.237,5.8,0.08,0.211,3.4,0.164,-0.1,6,-0.1,4.8,100,8327,64.82,-13.3
2024-05-24 05:00,0.421,6.6,0.872,0.237,5.8,0.08,0.211,3.4,0.163,-0.1,6,-0.1,4.7,100,8329,64.83,-13.4
2024-05-24 05:15,0.421,6.6,0.866,0.236,5.8,0.079,0.211,3.3,0.164,-0.1,6,-0.1,4.7,100,8324,64.84,-13.7
2024-05-24 05:30,0.421,6.6,0.864,0.236,5.8,0.08,0.211,3.3,0.162,-0.1,6,-0.1,4.7,100,8323,64.84,-13.9
2024-05-24 05:45,0.421,6.6,0.866,0.236,5.8,0.079,0.211,3.3,0.162,-0.1,6,-0.1,4.7,100,8327,64.84,-14.2
2024-05-24 06:00,0.421,6.6,0.862,0.236,5.8,0.08,0.211,3.2,0.16,-0.1,6,-0.1,4.7,100,8326,64.84,-14.3
